,name_list_1,name_list_2,postcode,query,sn,geometry,country,json_data
78,McDonald’s Paya Lebar Square,"60 Paya Lebar Road, Provisional Unit #01-68/69/74/75/76/K3 Paya Lebar Square",Singapore 409051,"60 Paya Lebar Road, Provisional Unit #01-68/69/74/75/76/K3 Paya Lebar Square, Singapore 409051",78,POINT (103.892618 1.319072),Singapore,"{'data': [{'latitude': 1.319072, 'longitude': 103.892618, 'type': 'address', 'name': '60 Paya Lebar Road', 'number': '60', 'postal_code': '409051', 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '60 Paya Lebar Road, Singapore'}, {'latitude': 1.31867, 'longitude': 103.892915, 'type': 'address', 'name': '01-87 60 Paya Lebar Rd, Paya Lebar Square', 'number': '01-87', 'postal_code': '409051', 'street': '60 Paya Lebar Rd, Paya Lebar Square', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-87 60 Paya Lebar Rd, Paya Lebar Square, Singapore'}, {'latitude': 1.318553, 'longitude': 103.892914, 'type': 'address', 'name': '01-89/90 60 Paya Lebar Rd, Paya Lebar Square', 'number': '01-89/90', 'postal_code': '409051', 'street': '60 Paya Lebar Rd, Paya Lebar Square', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-89/90 60 Paya Lebar Rd, Paya Lebar Square, Singapore'}, {'latitude': 1.324204, 'longitude': 103.891654, 'type': 'address', 'name': '110 Paya Lebar Road', 'number': '110', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '110 Paya Lebar Road, Singapore'}, {'latitude': 1.329052, 'longitude': 103.890272, 'type': 'address', 'name': '160 Paya Lebar Road', 'number': '160', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '160 Paya Lebar Road, Singapore'}, {'latitude': 1.330296, 'longitude': 103.890388, 'type': 'address', 'name': '178 Paya Lebar Road', 'number': '178', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '178 Paya Lebar Road, Singapore'}, {'latitude': 1.331179, 'longitude': 103.88833, 'type': 'address', 'name': '249 Paya Lebar Road', 'number': '249', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '249 Paya Lebar Road, Singapore'}, {'latitude': 1.316106, 'longitude': 103.891398, 'type': 'address', 'name': '11 Paya Lebar Road', 'number': '11', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '11 Paya Lebar Road, Singapore'}, {'latitude': 1.330854, 'longitude': 103.889985, 'type': 'address', 'name': '180 Paya Lebar Road', 'number': '180', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '180 Paya Lebar Road, Singapore'}, {'latitude': 1.32832, 'longitude': 103.89054, 'type': 'address', 'name': '150C Paya Lebar Road', 'number': '150C', 'postal_code': None, 'street': 'Paya Lebar Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '150C Paya Lebar Road, Singapore'}]}"
80,McDonald’s Pioneer Mall,638 Jurong West Street 61 #01-01/02 Pioneer Mall,Singapore 640638,"638 Jurong West Street 61 #01-01/02 Pioneer Mall, Singapore 640638",80,POINT (103.697039 1.341513),Singapore,"{'data': [{'latitude': 1.341513, 'longitude': 103.697039, 'type': 'address', 'name': '638 Jurong West Street 61', 'number': '638', 'postal_code': '640638', 'street': 'Jurong West Street 61', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '638 Jurong West Street 61, Singapore'}, {'latitude': 1.341923, 'longitude': 103.697502, 'type': 'address', 'name': '638A Jurong West Street 61', 'number': '638A', 'postal_code': '641638', 'street': 'Jurong West Street 61', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '638A Jurong West Street 61, Singapore'}, {'latitude': 1.341602, 'longitude': 103.696956, 'type': 'address', 'name': '638 Jurong West Street 61, Pioneer Mall', 'number': '638', 'postal_code': '640638', 'street': 'Jurong West Street 61, Pioneer Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '638 Jurong West Street 61, Pioneer Mall, Singapore'}]}"
82,McDonald’s Potong Pasir,148 Potong Pasir Ave 1 #01-43,Singapore 350148,"148 Potong Pasir Ave 1 #01-43, Singapore 350148",82,POINT (103.86788 1.332774),Singapore,"{'data': [{'latitude': 1.332774, 'longitude': 103.86788, 'type': 'address', 'name': '148 Potong Pasir Avenue 1', 'number': '148', 'postal_code': '350148', 'street': 'Potong Pasir Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '148 Potong Pasir Avenue 1, Singapore'}]}"
83,McDonald’s PSA,460 Alexandra Road #01-25 PSA Building,Singapore 119963,"460 Alexandra Road #01-25 PSA Building, Singapore 119963",83,POINT (103.801395 1.273581),Singapore,"{'data': [{'latitude': 1.273581, 'longitude': 103.801395, 'type': 'address', 'name': '460 Alexandra Road', 'number': '460', 'postal_code': '119963', 'street': 'Alexandra Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '460 Alexandra Road, Singapore'}, {'latitude': -29.641754, 'longitude': 30.383464, 'type': 'address', 'name': '460 Alexandra Road', 'number': '460', 'postal_code': None, 'street': 'Alexandra Road', 'confidence': 1, 'region': 'Kwazulu-Natal', 'region_code': 'NL', 'county': 'uMgungundlovu', 'locality': 'Pietermaritzburg', 'administrative_area': None, 'neighbourhood': None, 'country': 'South Africa', 'country_code': 'ZAF', 'continent': 'Africa', 'label': '460 Alexandra Road, Pietermaritzburg, NL, South Africa'}]}"
84,McDonald’s Punggol 21 Community Centre,80 Punggol Field #01-02,Singapore 828815,"80 Punggol Field #01-02, Singapore 828815",84,POINT (103.913428 1.393629),Singapore,"{'data': [{'latitude': 1.393629, 'longitude': 103.913428, 'type': 'address', 'name': '80 Punggol Field', 'number': '80', 'postal_code': '828815', 'street': 'Punggol Field', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '80 Punggol Field, Singapore'}]}"
85,McDonald’s Punggol Oasis,"681 Punggol Drive, #02-37/38 Oasis Terraces",Singapore 820681,"681 Punggol Drive, #02-37/38 Oasis Terraces, Singapore 820681",85,POINT (103.91317 1.403161),Singapore,"{'data': [{'latitude': 1.403161, 'longitude': 103.91317, 'type': 'address', 'name': '681 Punggol Drive', 'number': '681', 'postal_code': '820681', 'street': 'Punggol Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '681 Punggol Drive, Singapore'}]}"
88,McDonald’s Raffles City,252 North Bridge Road #01-49/50/51 Raffles City Shopping Centre,Singapore 179103,"252 North Bridge Road #01-49/50/51 Raffles City Shopping Centre, Singapore 179103",88,POINT (103.852834 1.293857),Singapore,"{'data': [{'latitude': 1.293857, 'longitude': 103.852834, 'type': 'address', 'name': '252 North Bridge Road', 'number': '252', 'postal_code': '179103', 'street': 'North Bridge Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '252 North Bridge Road, Singapore'}, {'latitude': 1.29423, 'longitude': 103.85319, 'type': 'address', 'name': '252 North Bridge Rd', 'number': '252', 'postal_code': '179103', 'street': 'North Bridge Rd', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '252 North Bridge Rd, Singapore'}]}"
89,McDonald’s Regal,3501 Jalan Bukit Merah #01-01 Regal Theatre,Singapore 159460,"3501 Jalan Bukit Merah #01-01 Regal Theatre, Singapore 159460",89,POINT (103.818267 1.283485),Singapore,"{'data': [{'latitude': 1.283485, 'longitude': 103.818267, 'type': 'address', 'name': '3501 Jalan Bukit Merah', 'number': '3501', 'postal_code': None, 'street': 'Jalan Bukit Merah', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '3501 Jalan Bukit Merah, Singapore'}]}"
90,McDonald’s Resorts World Sentosa,"8 Sentosa Gateway, #B1-211, 212, 213, 214, Resorts World Sentosa",Singapore 098138,"8 Sentosa Gateway, #B1-211, 212, 213, 214, Resorts World Sentosa, Singapore 098138",90,POINT (103.820216 1.255696),Singapore,"{'data': [{'latitude': 1.255696, 'longitude': 103.820216, 'type': 'address', 'name': '8 Sentosa Gateway', 'number': '8', 'postal_code': '098269', 'street': 'Sentosa Gateway', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '8 Sentosa Gateway, Singapore'}]}"
91,McDonald’s Rivervale Mall,11 Rivervale Crescent #01-27 Rivervale Mall,Singapore 545082,"11 Rivervale Crescent #01-27 Rivervale Mall, Singapore 545082",91,POINT (103.904539 1.392084),Singapore,"{'data': [{'latitude': 1.392084, 'longitude': 103.904539, 'type': 'address', 'name': '11 Rivervale Crescent', 'number': '11', 'postal_code': '545082', 'street': 'Rivervale Crescent', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '11 Rivervale Crescent, Singapore'}, {'latitude': 1.392108, 'longitude': 103.904786, 'type': 'address', 'name': '01-15/16 11 Rivervale Cres, Rivervale Mall', 'number': '01-15/16 11', 'postal_code': '545082', 'street': 'Rivervale Cres, Rivervale Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-15/16 11 Rivervale Cres, Rivervale Mall, Singapore'}]}"
92,McDonald’s SAFRA Punggol,"9 Sentul Crescent, #03-05",Singapore 828654,"9 Sentul Crescent, #03-05, Singapore 828654",92,POINT (103.904832 1.409613),Singapore,"{'data': [{'latitude': 1.409613, 'longitude': 103.904832, 'type': 'address', 'name': '10 Sentul Crescent', 'number': '10', 'postal_code': None, 'street': 'Sentul Crescent', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '10 Sentul Crescent, Singapore'}, {'latitude': 3.18005, 'longitude': 101.692204, 'type': 'venue', 'name': 'La Salle Sentul Primary School', 'number': None, 'postal_code': None, 'street': 'Jalan Sentul', 'confidence': 0.8, 'region': 'Kuala Lumpur', 'region_code': 'KUL', 'county': None, 'locality': 'Kuala Lumpur', 'administrative_area': None, 'neighbourhood': 'Taman Million', 'country': 'Malaysia', 'country_code': 'MYS', 'continent': 'Asia', 'label': 'La Salle Sentul Primary School, Kuala Lumpur, Malaysia'}, {'latitude': 3.19507, 'longitude': 101.691215, 'type': 'venue', 'name': 'Petron Sentul', 'number': None, 'postal_code': None, 'street': 'Jalan Sentul', 'confidence': 0.8, 'region': 'Kuala Lumpur', 'region_code': 'KUL', 'county': None, 'locality': 'Kuala Lumpur', 'administrative_area': None, 'neighbourhood': 'Taman Dato Senu', 'country': 'Malaysia', 'country_code': 'MYS', 'continent': 'Asia', 'label': 'Petron Sentul, Kuala Lumpur, Malaysia'}, {'latitude': 3.199033, 'longitude': 101.690176, 'type': 'venue', 'name': 'Petronas Sentul', 'number': None, 'postal_code': None, 'street': 'Jalan Sentul', 'confidence': 0.8, 'region': 'Kuala Lumpur', 'region_code': 'KUL', 'county': None, 'locality': 'Kuala Lumpur', 'administrative_area': None, 'neighbourhood': 'Kampong Batu Muda Tambahan', 'country': 'Malaysia', 'country_code': 'MYS', 'continent': 'Asia', 'label': 'Petronas Sentul, Kuala Lumpur, Malaysia'}, {'latitude': 3.193868, 'longitude': 101.691085, 'type': 'venue', 'name': 'BH Petrol Sentul', 'number': None, 'postal_code': None, 'street': 'Jalan Sentul', 'confidence': 0.8, 'region': 'Kuala Lumpur', 'region_code': 'KUL', 'county': None, 'locality': 'Kuala Lumpur', 'administrative_area': None, 'neighbourhood': 'Taman Dato Senu', 'country': 'Malaysia', 'country_code': 'MYS', 'continent': 'Asia', 'label': 'BH Petrol Sentul, Kuala Lumpur, Malaysia'}, {'latitude': -6.587218, 'longitude': 106.856373, 'type': 'address', 'name': '25 jl. Gunung merapi no.25 Bukit Golf Hijau Sentul city-bogor', 'number': '25', 'postal_code': '16810', 'street': 'jl. Gunung merapi no.25 Bukit Golf Hijau Sentul city-bogor', 'confidence': 1, 'region': 'West Java', 'region_code': 'JR', 'county': 'Bogor', 'locality': 'Sentul', 'administrative_area': None, 'neighbourhood': None, 'country': 'Indonesia', 'country_code': 'IDN', 'continent': 'Asia', 'label': '25 jl. Gunung merapi no.25 Bukit Golf Hijau Sentul city-bogor, Sentul, JR, Indonesia'}, {'latitude': -26.063755, 'longitude': 28.056212, 'type': 'address', 'name': '9A The Crescent Crescent', 'number': '9A', 'postal_code': None, 'street': 'The Crescent Crescent', 'confidence': 1, 'region': 'Gauteng', 'region_code': 'GT', 'county': 'Johannesburg', 'locality': 'Alexandra', 'administrative_area': None, 'neighbourhood': None, 'country': 'South Africa', 'country_code': 'ZAF', 'continent': 'Africa', 'label': '9A The Crescent Crescent, Alexandra, GT, South Africa'}, {'latitude': 42.487431, 'longitude': -6.067815, 'type': 'address', 'name': 'Cr General-cr 9A', 'number': '9A', 'postal_code': '24719', 'street': 'Cr General-cr', 'confidence': 1, 'region': 'Leon', 'region_code': 'CL', 'county': None, 'locality': None, 'administrative_area': 'Villaobispo De Otero', 'neighbourhood': None, 'country': 'Spain', 'country_code': 'ESP', 'continent': 'Europe', 'label': 'Cr General-cr 9A, Villaobispo De Otero, CL, Spain'}, {'latitude': -33.832596, 'longitude': 18.648994, 'type': 'address', 'name': '9 The Crescent Crescent', 'number': '9', 'postal_code': None, 'street': 'The Crescent Crescent', 'confidence': 1, 'region': 'Western Cape', 'region_code': 'WC', 'county': 'City of Cape Town', 'locality': 'Cape Town', 'administrative_area': None, 'neighbourhood': 'Durbanville', 'country': 'South Africa', 'country_code': 'ZAF', 'continent': 'Africa', 'label': '9 The Crescent Crescent, Cape Town, WC, South Africa'}, {'latitude': 46.411676, 'longitude': -63.810386, 'type': 'address', 'name': '9 Crescent Drive Crescent', 'number': '9', 'postal_code': None, 'street': 'Crescent Drive Crescent', 'confidence': 1, 'region': 'Prince Edward Island', 'region_code': 'PE', 'county': 'Prince', 'locality': None, 'administrative_area': None, 'neighbourhood': None, 'country': 'Canada', 'country_code': 'CAN', 'continent': 'North America', 'label': '9 Crescent Drive Crescent, PE, Canada'}]}"
93,McDonald’s SAFRA Toa Payoh,293 Toa Payoh Lorong 6 #01-02 SAFRA Clubhouse,Singapore 319387,"293 Toa Payoh Lorong 6 #01-02 SAFRA Clubhouse, Singapore 319387",93,POINT (103.854654 1.330442),Singapore,"{'data': [{'latitude': 1.330442, 'longitude': 103.854654, 'type': 'address', 'name': '293 Lorong 6 Toa Payoh', 'number': '293', 'postal_code': '319387', 'street': 'Lorong 6 Toa Payoh', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '293 Lorong 6 Toa Payoh, Singapore'}]}"
94,McDonald’s SAFRA Yishun,60 Yishun Avenue 4 #01-11,Singapore 769027,"60 Yishun Avenue 4 #01-11, Singapore 769027",94,POINT (103.841339 1.424767),Singapore,"{'data': [{'latitude': 1.424767, 'longitude': 103.841339, 'type': 'address', 'name': '60 Yishun Avenue 4', 'number': '60', 'postal_code': None, 'street': 'Yishun Avenue 4', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '60 Yishun Avenue 4, Singapore'}]}"
95,McDonald’s SCAPE,2 Orchard Link #02-43 *SCAPE,Singapore 237978,"2 Orchard Link #02-43 *SCAPE, Singapore 237978",95,POINT (103.83613 1.301292),Singapore,"{'data': [{'latitude': 1.301292, 'longitude': 103.83613, 'type': 'address', 'name': '2 Orchard Link', 'number': '2', 'postal_code': None, 'street': 'Orchard Link', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '2 Orchard Link, Singapore'}]}"
96,McDonald’s Seletar Mall,33 Sengkang West Ave #01-04/05/06 Seletar Mall,Singapore 797653,"33 Sengkang West Ave #01-04/05/06 Seletar Mall, Singapore 797653",96,POINT (103.876382 1.391271),Singapore,"{'data': [{'latitude': 1.391271, 'longitude': 103.876382, 'type': 'address', 'name': '33 Sengkang West Ave', 'number': '33', 'postal_code': '797653', 'street': 'Sengkang West Ave', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '33 Sengkang West Ave, Singapore'}, {'latitude': 1.39166, 'longitude': 103.876115, 'type': 'address', 'name': '33 Sengkang West Avenue', 'number': '33', 'postal_code': '797653', 'street': 'Sengkang West Avenue', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '33 Sengkang West Avenue, Singapore'}]}"
97,McDonald’s Sengkang Rivervale Plaza,118 Rivervale Drive #01-32,Singapore 540118,"118 Rivervale Drive #01-32, Singapore 540118",97,POINT (103.902565 1.385431),Singapore,"{'data': [{'latitude': 1.385431, 'longitude': 103.902565, 'type': 'address', 'name': '118 Rivervale Drive', 'number': '118', 'postal_code': None, 'street': 'Rivervale Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '118 Rivervale Drive, Singapore'}]}"
98,McDonald’s Sengkang Sports Complex,57 Anchorvale Road #02-03 Sengkang Sport & Recreation Centre,Singapore 544964,"57 Anchorvale Road #02-03 Sengkang Sport & Recreation Centre, Singapore 544964",98,POINT (103.886838 1.396658),Singapore,"{'data': [{'latitude': 1.396658, 'longitude': 103.886838, 'type': 'address', 'name': '57 Anchorvale Road', 'number': '57', 'postal_code': '544964', 'street': 'Anchorvale Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '57 Anchorvale Road, Singapore'}]}"
99,McDonald’s Serangoon Avenue 3,267 Serangoon Ave 3 #01-37,Singapore 550267,"267 Serangoon Ave 3 #01-37, Singapore 550267",99,POINT (103.871017 1.353427),Singapore,"{'data': [{'latitude': 1.353427, 'longitude': 103.871017, 'type': 'address', 'name': '267 Serangoon Avenue 3', 'number': '267', 'postal_code': '550267', 'street': 'Serangoon Avenue 3', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '267 Serangoon Avenue 3, Singapore'}]}"
100,McDonald’s Shell Havelock,548 Havelock Road,Singapore 169637,"548 Havelock Road, Singapore 169637",100,POINT (103.83244 1.289887),Singapore,"{'data': [{'latitude': 1.289887, 'longitude': 103.83244, 'type': 'address', 'name': '548 Havelock Road', 'number': '548', 'postal_code': None, 'street': 'Havelock Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '548 Havelock Road, Singapore'}]}"
101,McDonald’s Shell Hougang,"600 Hougang Avenue 3, #01-01",Singapore 538846,"600 Hougang Avenue 3, #01-01, Singapore 538846",101,POINT (103.889918 1.349122),Singapore,"{'data': [{'latitude': 1.349122, 'longitude': 103.889918, 'type': 'address', 'name': '600 Hougang Avenue 3', 'number': '600', 'postal_code': None, 'street': 'Hougang Avenue 3', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '600 Hougang Avenue 3, Singapore'}]}"
102,McDonald’s Shell Tampines,9 Tampines Avenue 2 S 529731,Singapore,"9 Tampines Avenue 2 S 529731, Singapore",102,POINT (103.833828 1.316382),Singapore,"{'data': [{'latitude': 1.316382, 'longitude': 103.833828, 'type': 'locality', 'name': 'Singapore', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.6, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Singapore'}, {'latitude': 1.317709, 'longitude': 103.849462, 'type': 'region', 'name': 'Central Singapore', 'number': None, 'postal_code': None, 'street': None, 'confidence': 0.3, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': None, 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Central Singapore, Singapore'}]}"
103,McDonald’s Siglap,"55 Siglap Road #01-07, #01-08 & #01-09 Siglap Centre",Singapore 455871,"55 Siglap Road #01-07, #01-08 & #01-09 Siglap Centre, Singapore 455871",103,POINT (103.923186 1.312604),Singapore,"{'data': [{'latitude': 1.312604, 'longitude': 103.923186, 'type': 'address', 'name': '55 Siglap Road', 'number': '55', 'postal_code': None, 'street': 'Siglap Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '55 Siglap Road, Singapore'}]}"
106,McDonald’s Sun Plaza,"30,Sembawang Drive #01-16 /17",Singapore 757713,"30,Sembawang Drive #01-16 /17, Singapore 757713",106,POINT (103.819929 1.448387),Singapore,"{'data': [{'latitude': 1.448387, 'longitude': 103.819929, 'type': 'address', 'name': '30 Sembawang Drive', 'number': '30', 'postal_code': '757713', 'street': 'Sembawang Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '30 Sembawang Drive, Singapore'}]}"
107,McDonald’s Suntec City,3 Temasek Boulevard #02-732/733 Suntec City Mall,Singapore 038983,"3 Temasek Boulevard #02-732/733 Suntec City Mall, Singapore 038983",107,POINT (103.856858 1.293422),Singapore,"{'data': [{'latitude': 1.293422, 'longitude': 103.856858, 'type': 'address', 'name': '3 Temasek Boulevard', 'number': '3', 'postal_code': '038983', 'street': 'Temasek Boulevard', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '3 Temasek Boulevard, Singapore'}, {'latitude': 1.296193, 'longitude': 103.858871, 'type': 'address', 'name': '3 Temasek Boulevard', 'number': '3', 'postal_code': '38983', 'street': 'Temasek Boulevard', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '3 Temasek Boulevard, Singapore'}, {'latitude': 1.294387, 'longitude': 103.858141, 'type': 'address', 'name': '02- 401/402, Suntec City Tower 5, 3 Temasek Boulevard', 'number': '02- 401/402, Suntec City Tower 5, 3', 'postal_code': '038983', 'street': 'Temasek Boulevard', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '02- 401/402, Suntec City Tower 5, 3 Temasek Boulevard, Singapore'}]}"
